property_id,calendar_date,day_of_week,month_name,year,available_flag,booked_flag,nightly_rate,daily_revenue,booking_id
PROP001,2023-06-09,Friday,June,2023,1,1,150.99,150.99,BK000032
PROP001,2023-06-10,Saturday,June,2023,1,1,157.92,157.92,BK000033
PROP001,2023-06-11,Sunday,June,2023,1,1,157.92,157.92,BK000033
PROP001,2023-06-12,Monday,June,2023,1,1,157.92,157.92,BK000033
PROP001,2023-06-13,Tuesday,June,2023,1,1,157.92,157.92,BK000033
PROP001,2023-06-14,Wednesday,June,2023,1,1,157.92,157.92,BK000033
PROP001,2023-06-15,Thursday,June,2023,1,1,158.45,158.45,BK000034
PROP001,2023-06-16,Friday,June,2023,1,1,158.45,158.45,BK000034
PROP001,2023-06-17,Saturday,June,2023,1,1,158.45,158.45,BK000034
PROP001,2023-06-18,Sunday,June,2023,1,1,158.45,158.45,BK000034
PROP001,2023-06-19,Monday,June,2023,1,1,158.45,158.45,BK000034
PROP001,2023-06-20,Tuesday,June,2023,1,0,155.02,0.0,
PROP001,2023-06-21,Wednesday,June,2023,1,1,134.47,134.47,BK000035
PROP001,2023-06-22,Thursday,June,2023,1,1,134.47,134.47,BK000035
PROP001,2023-06-23,Friday,June,2023,1,1,134.47,134.47,BK000035
PROP001,2023-06-24,Saturday,June,2023,1,1,134.47,134.47,BK000035
PROP001,2023-06-25,Sunday,June,2023,1,1,134.47,134.47,BK000035
PROP001,2023-06-26,Monday,June,2023,1,1,185.84,185.84,BK000036
PROP001,2023-06-27,Tuesday,June,2023,1,1,185.84,185.84,BK000036
PROP001,2023-06-28,Wednesday,June,2023,1,1,152.03,152.03,BK000037
PROP001,2023-06-29,Thursday,June,2023,1,1,152.03,152.03,BK000037
PROP001,2023-06-30,Friday,June,2023,1,1,152.03,152.03,BK000037
PROP001,2023-07-01,Saturday,July,2023,1,1,152.03,152.03,BK000037
PROP001,2023-07-02,Sunday,July,2023,1,1,152.03,152.03,BK000037
PROP001,2023-07-03,Monday,July,2023,1,0,140.74,0.0,
PROP001,2023-07-04,Tuesday,July,2023,1,1,169.44,169.44,BK000038
PROP001,2023-07-05,Wednesday,July,2023,1,1,169.44,169.44,BK000038
PROP001,2023-07-06,Thursday,July,2023,1,1,169.44,169.44,BK000038
PROP001,2023-07-07,Friday,July,2023,1,1,169.44,169.44,BK000038
PROP001,2023-07-08,Saturday,July,2023,1,1,169.44,169.44,BK000038
PROP001,2023-07-09,Sunday,July,2023,1,1,169.44,169.44,BK000038
PROP001,2023-07-10,Monday,July,2023,1,1,145.29,145.29,BK000039
PROP001,2023-07-11,Tuesday,July,2023,1,1,145.29,145.29,BK000039
PROP001,2023-07-12,Wednesday,July,2023,1,1,145.29,145.29,BK000039
PROP001,2023-07-13,Thursday,July,2023,1,1,145.29,145.29,BK000039
PROP001,2023-07-14,Friday,July,2023,1,1,145.29,145.29,BK000039
PROP001,2023-07-15,Saturday,July,2023,1,1,145.29,145.29,BK000039
PROP001,2023-07-16,Sunday,July,2023,1,1,145.29,145.29,BK000039
PROP001,2023-07-17,Monday,July,2023,1,1,162.54,162.54,BK000040
PROP001,2023-07-18,Tuesday,July,2023,1,1,162.54,162.54,BK000040
PROP001,2023-07-19,Wednesday,July,2023,1,1,162.54,162.54,BK000040
PROP001,2023-07-20,Thursday,July,2023,1,1,162.54,162.54,BK000040
PROP001,2023-07-21,Friday,July,2023,1,1,162.54,162.54,BK000040
PROP001,2023-07-22,Saturday,July,2023,1,1,162.54,162.54,BK000040
PROP001,2023-07-23,Sunday,July,2023,1,1,149.12,149.12,BK000041
PROP001,2023-07-24,Monday,July,2023,1,1,149.12,149.12,BK000041
PROP001,2023-07-25,Tuesday,July,2023,1,1,149.12,149.12,BK000041
PROP001,2023-07-26,Wednesday,July,2023,1,1,156.49,156.49,BK000042
PROP001,2023-07-27,Thursday,July,2023,1,1,156.49,156.49,BK000042
PROP001,2023-07-28,Friday,July,2023,1,1,156.49,156.49,BK000042
PROP001,2023-07-29,Saturday,July,2023,1,1,155.36,155.36,BK000043
PROP001,2023-07-30,Sunday,July,2023,1,1,155.36,155.36,BK000043
PROP001,2023-07-31,Monday,July,2023,1,1,155.36,155.36,BK000043
PROP001,2023-08-01,Tuesday,August,2023,1,1,155.36,155.36,BK000043
PROP001,2023-08-02,Wednesday,August,2023,1,1,155.36,155.36,BK000043
PROP001,2023-08-03,Thursday,August,2023,1,1,142.06,142.06,BK000044
PROP001,2023-08-04,Friday,August,2023,1,1,142.06,142.06,BK000044
PROP001,2023-08-05,Saturday,August,2023,1,1,142.06,142.06,BK000044
PROP001,2023-08-06,Sunday,August,2023,1,1,142.06,142.06,BK000044
PROP001,2023-08-07,Monday,August,2023,1,1,142.06,142.06,BK000044
PROP001,2023-08-08,Tuesday,August,2023,1,1,162.96,162.96,BK000045
PROP001,2023-08-09,Wednesday,August,2023,1,1,162.96,162.96,BK000045
PROP001,2023-08-10,Thursday,August,2023,1,1,162.96,162.96,BK000045
PROP001,2023-08-11,Friday,August,2023,1,1,162.96,162.96,BK000045
PROP001,2023-08-12,Saturday,August,2023,1,1,162.96,162.96,BK000045
PROP001,2023-08-13,Sunday,August,2023,1,1,162.96,162.96,BK000045
PROP001,2023-08-14,Monday,August,2023,1,1,145.52,145.52,BK000046
PROP001,2023-08-15,Tuesday,August,2023,1,1,145.52,145.52,BK000046
PROP001,2023-08-16,Wednesday,August,2023,1,1,145.52,145.52,BK000046
PROP001,2023-08-17,Thursday,August,2023,1,1,145.52,145.52,BK000046
PROP001,2023-08-18,Friday,August,2023,1,1,145.52,145.52,BK000046
PROP001,2023-08-19,Saturday,August,2023,1,1,150.82,150.82,BK000047
PROP001,2023-08-20,Sunday,August,2023,1,1,150.82,150.82,BK000047
PROP001,2023-08-21,Monday,August,2023,1,1,150.82,150.82,BK000047
PROP001,2023-08-22,Tuesday,August,2023,1,1,150.82,150.82,BK000047
PROP001,2023-08-23,Wednesday,August,2023,1,1,150.82,150.82,BK000047
PROP001,2023-08-24,Thursday,August,2023,1,1,158.08,158.08,BK000048
PROP001,2023-08-25,Friday,August,2023,1,1,158.08,158.08,BK000048
PROP001,2023-08-26,Saturday,August,2023,1,1,158.08,158.08,BK000048
PROP001,2023-08-27,Sunday,August,2023,1,1,158.08,158.08,BK000048
PROP001,2023-08-28,Monday,August,2023,1,1,158.08,158.08,BK000048
PROP001,2023-08-29,Tuesday,August,2023,1,1,158.08,158.08,BK000048
PROP001,2023-08-30,Wednesday,August,2023,1,1,158.08,158.08,BK000048
PROP001,2023-08-31,Thursday,August,2023,1,1,151.22,151.22,BK000049
PROP001,2023-09-01,Friday,September,2023,1,1,151.22,151.22,BK000049
PROP001,2023-09-02,Saturday,September,2023,1,1,151.22,151.22,BK000049
PROP001,2023-09-03,Sunday,September,2023,1,1,151.22,151.22,BK000049
PROP001,2023-09-04,Monday,September,2023,1,1,151.22,151.22,BK000049
PROP001,2023-09-05,Tuesday,September,2023,1,1,151.22,151.22,BK000049
PROP001,2023-09-06,Wednesday,September,2023,1,0,117.39,0.0,
PROP001,2023-09-07,Thursday,September,2023,1,1,122.19,122.19,BK000050
PROP001,2023-09-08,Friday,September,2023,1,1,122.19,122.19,BK000050
PROP001,2023-09-09,Saturday,September,2023,1,1,107.02,107.02,BK000051
PROP001,2023-09-10,Sunday,September,2023,1,1,107.02,107.02,BK000051
PROP001,2023-09-11,Monday,September,2023,1,1,107.02,107.02,BK000051
PROP001,2023-09-12,Tuesday,September,2023,1,1,107.02,107.02,BK000051
PROP001,2023-09-13,Wednesday,September,2023,1,1,107.02,107.02,BK000051
PROP001,2023-09-14,Thursday,September,2023,1,1,118.19,118.19,BK000052
PROP001,2023-09-15,Friday,September,2023,1,1,118.19,118.19,BK000052
PROP001,2023-09-16,Saturday,September,2023,1,1,118.19,118.19,BK000052
PROP001,2023-09-17,Sunday,September,2023,1,1,118.19,118.19,BK000052
PROP001,2023-09-18,Monday,September,2023,1,1,122.8,122.8,BK000053
PROP001,2023-09-19,Tuesday,September,2023,1,1,122.8,122.8,BK000053
PROP001,2023-09-20,Wednesday,September,2023,1,1,108.43,108.43,BK000054
PROP001,2023-09-21,Thursday,September,2023,1,1,108.43,108.43,BK000054
PROP001,2023-09-22,Friday,September,2023,1,1,103.8,103.8,BK000055
PROP001,2023-09-23,Saturday,September,2023,1,1,103.8,103.8,BK000055
PROP001,2023-09-24,Sunday,September,2023,1,1,103.8,103.8,BK000055
PROP001,2023-09-25,Monday,September,2023,1,1,121.04,121.04,BK000056
PROP001,2023-09-26,Tuesday,September,2023,1,1,121.04,121.04,BK000056
PROP001,2023-09-27,Wednesday,September,2023,1,1,121.04,121.04,BK000056
PROP001,2023-09-28,Thursday,September,2023,1,1,121.04,121.04,BK000056
PROP001,2023-09-29,Friday,September,2023,1,1,121.04,121.04,BK000056
PROP001,2023-09-30,Saturday,September,2023,1,1,121.04,121.04,BK000056
PROP001,2023-10-01,Sunday,October,2023,1,1,121.04,121.04,BK000056
PROP001,2023-10-02,Monday,October,2023,1,0,104.6,0.0,
PROP001,2023-10-03,Tuesday,October,2023,1,1,118.91,118.91,BK000057
PROP001,2023-10-04,Wednesday,October,2023,1,1,118.91,118.91,BK000057
PROP001,2023-10-05,Thursday,October,2023,1,1,118.91,118.91,BK000057
PROP001,2023-10-06,Friday,October,2023,1,1,112.74,112.74,BK000058
PROP001,2023-10-07,Saturday,October,2023,1,1,112.74,112.74,BK000058
PROP001,2023-10-08,Sunday,October,2023,1,1,112.74,112.74,BK000058
PROP001,2023-10-09,Monday,October,2023,1,1,112.74,112.74,BK000058
PROP001,2023-10-10,Tuesday,October,2023,1,1,112.74,112.74,BK000058
PROP001,2023-10-11,Wednesday,October,2023,1,1,112.74,112.74,BK000058
PROP001,2023-10-12,Thursday,October,2023,1,1,112.74,112.74,BK000058
PROP001,2023-10-13,Friday,October,2023,1,1,123.08,123.08,BK000059
PROP001,2023-10-14,Saturday,October,2023,1,1,123.08,123.08,BK000059
PROP001,2023-10-15,Sunday,October,2023,1,1,123.08,123.08,BK000059
PROP001,2023-10-16,Monday,October,2023,1,1,123.08,123.08,BK000059
PROP001,2023-10-17,Tuesday,October,2023,1,1,123.08,123.08,BK000059
PROP001,2023-10-18,Wednesday,October,2023,1,1,123.08,123.08,BK000059
PROP001,2023-10-19,Thursday,October,2023,1,1,123.08,123.08,BK000059
PROP001,2023-10-20,Friday,October,2023,1,1,115.12,115.12,BK000060
PROP001,2023-10-21,Saturday,October,2023,1,1,115.12,115.12,BK000060
PROP001,2023-10-22,Sunday,October,2023,1,1,102.06,102.06,BK000061
PROP001,2023-10-23,Monday,October,2023,1,1,102.06,102.06,BK000061
PROP001,2023-10-24,Tuesday,October,2023,1,0,105.15,0.0,
PROP001,2023-10-25,Wednesday,October,2023,1,0,119.44,0.0,
PROP001,2023-10-26,Thursday,October,2023,1,0,112.94,0.0,
PROP001,2023-10-27,Friday,October,2023,1,1,121.57,121.57,BK000062
PROP001,2023-10-28,Saturday,October,2023,1,1,121.57,121.57,BK000062
PROP001,2023-10-29,Sunday,October,2023,1,0,121.81,0.0,
PROP001,2023-10-30,Monday,October,2023,1,0,110.84,0.0,
PROP001,2023-10-31,Tuesday,October,2023,1,1,122.15,122.15,BK000063
PROP001,2023-11-01,Wednesday,November,2023,1,1,122.15,122.15,BK000063
PROP001,2023-11-02,Thursday,November,2023,1,1,122.15,122.15,BK000063
PROP001,2023-11-03,Friday,November,2023,1,1,122.15,122.15,BK000063
PROP001,2023-11-04,Saturday,November,2023,1,1,122.15,122.15,BK000063
PROP001,2023-11-05,Sunday,November,2023,1,1,122.15,122.15,BK000063
PROP001,2023-11-06,Monday,November,2023,1,1,122.15,122.15,BK000063
PROP001,2023-11-07,Tuesday,November,2023,1,1,147.45,147.45,BK000064
PROP001,2023-11-08,Wednesday,November,2023,1,1,147.45,147.45,BK000064
PROP001,2023-11-09,Thursday,November,2023,1,1,147.45,147.45,BK000064
PROP001,2023-11-10,Friday,November,2023,1,1,147.45,147.45,BK000064
PROP001,2023-11-11,Saturday,November,2023,1,1,147.45,147.45,BK000064
PROP001,2023-11-12,Sunday,November,2023,1,1,147.45,147.45,BK000064
PROP001,2023-11-13,Monday,November,2023,1,0,139.02,0.0,
PROP001,2023-11-14,Tuesday,November,2023,1,1,140.55,140.55,BK000065
PROP001,2023-11-15,Wednesday,November,2023,1,1,140.55,140.55,BK000065
PROP001,2023-11-16,Thursday,November,2023,1,1,140.55,140.55,BK000065
PROP001,2023-11-17,Friday,November,2023,1,1,140.55,140.55,BK000065
PROP001,2023-11-18,Saturday,November,2023,1,0,138.64,0.0,
PROP001,2023-11-19,Sunday,November,2023,1,0,125.38,0.0,
PROP001,2023-11-20,Monday,November,2023,1,0,149.96,0.0,
PROP001,2023-11-21,Tuesday,November,2023,1,1,149.63,149.63,BK000066
PROP001,2023-11-22,Wednesday,November,2023,1,1,149.63,149.63,BK000066
PROP001,2023-11-23,Thursday,November,2023,1,1,149.63,149.63,BK000066
PROP001,2023-11-24,Friday,November,2023,1,1,149.63,149.63,BK000066
PROP001,2023-11-25,Saturday,November,2023,1,1,149.63,149.63,BK000066
PROP001,2023-11-26,Sunday,November,2023,1,0,131.33,0.0,
PROP001,2023-11-27,Monday,November,2023,1,0,138.26,0.0,
PROP001,2023-11-28,Tuesday,November,2023,1,1,147.63,147.63,BK000067
PROP001,2023-11-29,Wednesday,November,2023,1,1,147.63,147.63,BK000067
PROP001,2023-11-30,Thursday,November,2023,1,1,147.63,147.63,BK000067
PROP001,2023-12-01,Friday,December,2023,1,1,147.63,147.63,BK000067
PROP001,2023-12-02,Saturday,December,2023,1,1,150.54,150.54,BK000068
PROP001,2023-12-03,Sunday,December,2023,1,1,150.54,150.54,BK000068
PROP001,2023-12-04,Monday,December,2023,1,1,150.54,150.54,BK000068
PROP001,2023-12-05,Tuesday,December,2023,1,1,150.54,150.54,BK000068
PROP001,2023-12-06,Wednesday,December,2023,1,1,139.95,139.95,BK000069
PROP001,2023-12-07,Thursday,December,2023,1,1,139.95,139.95,BK000069
PROP001,2023-12-08,Friday,December,2023,1,1,139.95,139.95,BK000069
PROP001,2023-12-09,Saturday,December,2023,1,1,139.95,139.95,BK000069
PROP001,2023-12-10,Sunday,December,2023,1,1,139.95,139.95,BK000069
PROP001,2023-12-11,Monday,December,2023,1,1,139.95,139.95,BK000069
PROP001,2023-12-12,Tuesday,December,2023,1,1,135.39,135.39,BK000070
PROP001,2023-12-13,Wednesday,December,2023,1,1,135.39,135.39,BK000070
PROP001,2023-12-14,Thursday,December,2023,1,1,135.39,135.39,BK000070
PROP001,2023-12-15,Friday,December,2023,1,1,135.39,135.39,BK000070
PROP001,2023-12-16,Saturday,December,2023,1,1,135.39,135.39,BK000070
PROP001,2023-12-17,Sunday,December,2023,1,1,132.1,132.1,BK000071
PROP001,2023-12-18,Monday,December,2023,1,1,132.1,132.1,BK000071
PROP001,2023-12-19,Tuesday,December,2023,1,1,132.1,132.1,BK000071
PROP001,2023-12-20,Wednesday,December,2023,1,1,132.1,132.1,BK000071
PROP001,2023-12-21,Thursday,December,2023,1,1,132.1,132.1,BK000071
PROP001,2023-12-22,Friday,December,2023,1,1,120.2,120.2,BK000072
PROP001,2023-12-23,Saturday,December,2023,1,1,120.2,120.2,BK000072
PROP001,2023-12-24,Sunday,December,2023,1,1,120.2,120.2,BK000072
