review_id,booking_id,property_id,review_date,guest_rating,review_text
RV000094,BK000094,PROP001,2024-04-14,4.9,Corporis a tempore voluptas ad architecto quidem nulla soluta culpa cupiditate magnam officia.
RV000095,BK000095,PROP001,2024-04-20,4.9,Ipsa quaerat repellendus magni quod beatae odio labore.
RV000096,BK000096,PROP001,2024-04-27,4.6,Itaque enim autem magnam odit consequatur pariatur odit.
RV000097,BK000097,PROP001,2024-04-26,4.6,Aut molestiae amet minus similique ut ad in voluptatem.
RV000098,BK000098,PROP001,2024-05-05,4.6,Modi officia velit illum voluptatibus ex magnam cupiditate.
RV000099,BK000099,PROP001,2024-05-07,4.8,Dolorum tempora dignissimos hic eum debitis impedit corporis porro fugit dolorem.
RV000100,BK000100,PROP001,2024-05-15,5.0,Neque voluptatum adipisci minus modi dolorem qui nostrum nam quam voluptate earum ducimus ullam odio.
RV000101,BK000101,PROP001,2024-05-16,4.4,In non repellat ex eius minima voluptatum reiciendis esse voluptas nemo officia cum.
RV000102,BK000102,PROP001,2024-05-20,4.5,Cumque rem veritatis optio facilis veniam consectetur corrupti alias.
RV000103,BK000103,PROP001,2024-05-26,4.9,Error veniam non omnis natus aperiam perferendis inventore ex porro non cum quibusdam maiores.
RV000104,BK000104,PROP001,2024-05-28,4.9,Expedita velit numquam earum hic quidem minus.
RV000105,BK000105,PROP001,2024-06-02,4.8,Nisi fuga voluptas cupiditate reprehenderit veniam culpa itaque pariatur explicabo placeat mollitia.
RV000106,BK000106,PROP001,2024-06-08,4.8,Illum adipisci optio facilis quibusdam expedita ullam sapiente quae tenetur praesentium dicta debitis quis blanditiis minima.
RV000107,BK000107,PROP001,2024-06-12,4.3,Vero nulla sequi recusandae qui sunt et nam doloremque.
RV000108,BK000108,PROP001,2024-06-19,4.5,Porro porro nam voluptatibus nostrum non explicabo cupiditate officiis optio illum perferendis aspernatur accusamus dolorum.
RV000109,BK000109,PROP001,2024-06-25,4.8,Saepe dolores incidunt quisquam nostrum nostrum cumque.
RV000110,BK000110,PROP001,2024-06-30,4.6,Unde earum laborum fuga eum consectetur voluptatem et nisi consequuntur nulla sit.
RV000111,BK000111,PROP001,2024-07-03,4.8,Animi saepe quam maxime velit alias quis laboriosam sed.
RV000112,BK000112,PROP001,2024-07-10,4.8,Consequuntur tempore reiciendis consequatur delectus distinctio voluptates sed iste asperiores a.
RV000113,BK000113,PROP001,2024-07-16,4.9,Quia tempora nulla odio unde magnam accusamus pariatur unde ut facere modi beatae velit.
RV000114,BK000114,PROP001,2024-07-22,4.7,In eos numquam voluptas minus itaque ab dolor.
RV000115,BK000115,PROP001,2024-07-27,4.7,Soluta voluptate accusantium iste dolor repellendus saepe cupiditate facere provident.
RV000116,BK000116,PROP001,2024-08-01,4.9,Voluptatem nostrum veritatis provident voluptatibus tempore animi.
RV000117,BK000117,PROP001,2024-08-05,5.0,Deserunt unde illum soluta magni dolor consequatur ex ex doloribus voluptatem velit reprehenderit optio reiciendis velit.
RV000118,BK000118,PROP001,2024-08-11,4.5,Velit voluptatem maiores voluptatum neque fugiat incidunt.
RV000119,BK000119,PROP001,2024-08-17,4.4,Recusandae esse provident quibusdam odit necessitatibus vitae omnis placeat soluta quaerat iusto ipsa reprehenderit.
RV000120,BK000120,PROP001,2024-08-25,4.7,Suscipit recusandae quis accusamus accusamus inventore adipisci sapiente rem eligendi optio.
RV000121,BK000121,PROP001,2024-08-31,4.5,Quis possimus officiis ducimus nemo quam ducimus.
RV000122,BK000122,PROP001,2024-08-30,4.9,Cupiditate similique maiores ipsam soluta officia doloremque culpa vel porro temporibus blanditiis aspernatur maxime.
RV000123,BK000123,PROP001,2024-09-05,5.0,Optio corporis fuga dolorum odit aliquid quia.
RV000124,BK000124,PROP001,2024-09-13,5.0,Quo perspiciatis cumque officia temporibus optio quidem nesciunt facilis facere minima commodi quibusdam reprehenderit sequi natus.
RV000125,BK000125,PROP001,2024-09-18,4.3,Consectetur debitis officiis magni corrupti natus voluptas doloribus magnam reiciendis placeat officia impedit earum.
RV000126,BK000126,PROP001,2024-09-19,4.8,A aliquam omnis quod quisquam repellat veniam deleniti placeat dicta dolorem esse quas magni vel.
RV000127,BK000127,PROP001,2024-09-28,4.6,Culpa ipsum quae earum rerum praesentium provident quasi ea vero.
RV000128,BK000128,PROP001,2024-09-30,4.4,Eaque fugit molestiae rerum culpa exercitationem itaque itaque molestiae ad enim.
RV000129,BK000129,PROP001,2024-10-07,4.3,Nihil necessitatibus voluptates possimus nobis vero sequi.
RV000130,BK000130,PROP001,2024-10-14,4.8,Nisi facilis sed veniam rerum commodi reprehenderit omnis adipisci illo officia.
RV000131,BK000131,PROP001,2024-10-17,5.0,Officiis repellat molestias itaque nihil voluptates ullam ad officiis deserunt ducimus.
RV000132,BK000132,PROP001,2024-10-23,4.9,Sit provident architecto dignissimos nobis corporis nulla facilis exercitationem veniam excepturi quod facilis at.
RV000133,BK000133,PROP001,2024-10-23,4.9,Optio eum laudantium aliquam sunt aperiam veniam labore.
RV000134,BK000134,PROP001,2024-10-30,4.3,Eveniet esse sit officiis quam ullam inventore ea perferendis iusto molestias a eaque consequuntur est.
RV000135,BK000135,PROP001,2024-11-05,4.7,Harum velit cum exercitationem qui amet totam aperiam.
RV000136,BK000136,PROP001,2024-11-14,4.7,Perspiciatis unde aperiam fugiat nisi aut unde veniam natus eligendi velit vitae perspiciatis officiis.
RV000137,BK000137,PROP001,2024-11-15,4.8,Cupiditate odit asperiores harum natus nesciunt sit veniam aliquid occaecati temporibus.
RV000138,BK000138,PROP001,2024-11-23,4.7,Sunt magni voluptatem dicta dolores totam delectus magni.
RV000139,BK000139,PROP001,2024-11-30,4.4,Maxime ut cumque dolor soluta sequi beatae necessitatibus alias cum quibusdam consequatur alias voluptatum ea.
RV000140,BK000140,PROP001,2024-12-02,4.4,Labore vero odit libero totam eveniet ipsum fuga quis similique earum soluta maxime.
RV000141,BK000141,PROP001,2024-12-04,4.7,Doloribus commodi ab error corrupti natus dolor repudiandae placeat explicabo quidem qui provident nesciunt.
RV000142,BK000142,PROP001,2024-12-11,4.6,Dignissimos corrupti ab accusantium architecto consequatur doloribus molestiae illo blanditiis facere vitae debitis.
RV000143,BK000143,PROP001,2024-12-16,4.6,Minus reiciendis quis tempore quod non ea explicabo cumque nam similique.
RV000144,BK000144,PROP001,2024-12-24,4.3,Earum mollitia doloremque consequatur fugit commodi sed at molestias necessitatibus deleniti reiciendis harum consectetur nostrum.
RV000145,BK000145,PROP001,2024-12-25,5.0,Occaecati dicta placeat expedita ipsa aliquid quasi veniam necessitatibus modi adipisci aut.
RV000146,BK000146,PROP001,2025-01-01,4.8,Deleniti voluptas voluptatibus repellendus laudantium rerum unde officiis ea.
RV000147,BK000147,PROP001,2025-01-07,4.7,Aliquid perspiciatis aperiam eos accusamus quisquam sint accusamus iste eveniet saepe aspernatur.
RV000148,BK000148,PROP001,2025-01-14,5.0,Sunt sunt sapiente iste sint sit accusamus repudiandae unde id sequi facilis nemo.
RV000149,BK000149,PROP001,2025-01-20,5.0,Cupiditate dolores quod beatae dicta quasi officiis distinctio fuga quae minima similique perspiciatis cupiditate.
RV000150,BK000150,PROP001,2025-01-25,4.9,Libero magnam totam ullam voluptates aliquam velit esse accusamus totam voluptates culpa explicabo non magnam et.
RV000151,BK000151,PROP001,2025-01-27,4.7,Maxime laudantium beatae minima porro hic repellat quia incidunt odit fugiat rerum velit porro.
RV000152,BK000152,PROP001,2025-02-03,4.8,Inventore facilis iure rem consequuntur eos laborum iure odit quae aspernatur sunt eaque saepe deserunt.
RV000153,BK000153,PROP001,2025-02-11,4.7,Dignissimos rem autem inventore minus consequatur explicabo hic laborum ex cum aut.
RV000154,BK000154,PROP001,2025-02-10,4.4,Impedit quidem ea nemo eveniet excepturi molestiae doloribus ab qui.
RV000155,BK000155,PROP001,2025-02-14,4.9,Dolore aperiam explicabo aliquid perspiciatis voluptates voluptatibus et ad maxime voluptatibus facilis voluptate.
RV000156,BK000156,PROP001,2025-02-23,5.0,Mollitia sit maiores eos illo velit beatae officiis ipsum sapiente architecto sapiente deserunt sed.
RV000157,BK000157,PROP001,2025-02-26,4.5,Sed voluptas molestias in impedit voluptatem iste quibusdam tenetur vitae recusandae repellat soluta corporis odio nulla.
RV000158,BK000158,PROP001,2025-03-03,5.0,Vel dolorum praesentium earum maiores explicabo quod.
RV000159,BK000159,PROP001,2025-03-08,4.7,Mollitia occaecati tempore quibusdam recusandae nulla voluptas facere atque recusandae officiis iusto consequatur explicabo.
RV000160,BK000160,PROP001,2025-03-12,4.6,Doloremque eius voluptatibus excepturi doloremque veritatis odio officiis a aperiam neque quod nemo quidem.
RV000161,BK000161,PROP001,2025-03-14,4.6,Deserunt quod placeat minus soluta eum quae eaque blanditiis minima tempora quod neque.
RV000162,BK000162,PROP001,2025-03-17,4.8,Magni reprehenderit dignissimos quidem inventore odio similique architecto tempore vel perferendis eveniet qui adipisci nulla magni.
RV000163,BK000163,PROP001,2025-03-22,4.7,Iste nesciunt nihil officiis iusto omnis deleniti.
RV000164,BK000164,PROP001,2025-03-24,4.9,Ut minus repellendus quidem error molestiae veritatis ratione quasi ducimus temporibus voluptas.
RV000165,BK000165,PROP001,2025-04-01,4.5,Voluptatum velit provident tenetur voluptates dolore tempora.
RV000166,BK000166,PROP001,2025-04-06,4.6,Voluptatum placeat vel aliquam quaerat dolorem numquam maxime architecto eius porro sed ullam.
RV000167,BK000167,PROP001,2025-04-13,4.9,Reprehenderit nobis nobis quidem hic aliquam pariatur animi odit sapiente earum.
RV000168,BK000168,PROP001,2025-04-18,5.0,Placeat reiciendis voluptates harum asperiores perferendis in optio libero id.
RV000169,BK000169,PROP001,2025-04-23,4.5,Excepturi vero mollitia quasi et rerum quasi voluptas repudiandae reiciendis atque libero eveniet itaque fugit repudiandae.
RV000170,BK000170,PROP001,2025-04-28,4.5,Officiis saepe consectetur nisi impedit veniam tempora accusantium dolores cupiditate explicabo.
RV000171,BK000171,PROP001,2025-05-02,4.8,Beatae accusantium eum corporis laborum pariatur ex facilis tenetur tempora distinctio consequuntur sint quos.
RV000172,BK000172,PROP001,2025-05-05,4.3,Optio nobis rem provident vero fuga tempora expedita incidunt velit dolores ratione corporis fugit.
RV000173,BK000173,PROP001,2025-05-13,4.8,Tempore quibusdam vel ad voluptates repellendus perferendis delectus corporis dignissimos adipisci nesciunt nostrum.
RV000174,BK000174,PROP001,2025-05-18,4.7,Consequatur veritatis necessitatibus delectus explicabo ex tenetur deserunt error dicta.
RV000175,BK000175,PROP001,2025-05-24,4.7,Molestiae sit corrupti facilis doloribus odit ea quisquam aliquid.
RV000176,BK000176,PROP001,2025-05-29,4.6,Eaque saepe consectetur minus voluptate cum ipsam ipsum quia earum modi ipsum.
RV000177,BK000177,PROP001,2025-06-06,5.0,Illum vero vero nam quam ullam sunt totam sed.
RV000178,BK000178,PROP001,2025-06-04,4.6,Aperiam blanditiis amet nulla quo amet atque iusto.
RV000179,BK000179,PROP001,2025-06-09,5.0,At reprehenderit impedit nisi neque laudantium vitae excepturi qui occaecati libero.
RV000180,BK000180,PROP001,2025-06-09,4.6,Culpa dolorem error quidem modi pariatur veritatis alias hic qui.
RV000181,BK000181,PROP001,2025-06-15,4.7,Delectus dolorem quaerat ipsa consequuntur odio aspernatur nisi nihil hic quos.
RV000182,BK000182,PROP001,2025-06-23,5.0,Itaque odit illo libero quisquam in saepe earum animi amet a et autem excepturi beatae unde.
RV000183,BK000183,PROP001,2025-06-29,5.0,Amet alias quis at nobis debitis dicta at nisi nemo assumenda cum quam illum.
RV000184,BK000184,PROP001,2025-07-01,4.8,Repellendus fugit corporis iure consectetur error voluptates sint distinctio numquam.
RV000185,BK000185,PROP001,2025-07-04,4.5,Porro sequi mollitia id dolorum voluptas impedit pariatur esse repellat aperiam nobis aperiam id aperiam repellat.
RV000186,BK000186,PROP001,2025-07-11,4.6,Dolorum neque corrupti dolore nemo ipsam quia.
RV000187,BK000187,PROP001,2025-07-14,4.9,Accusantium id et excepturi eius possimus soluta itaque debitis nobis delectus aliquid deserunt.
RV000188,BK000188,PROP001,2025-07-18,4.5,Cumque cupiditate aliquid illo fugiat minima commodi.
RV000189,BK000189,PROP001,2025-07-21,4.6,Eos architecto laborum repudiandae possimus aperiam rerum possimus itaque praesentium officia.
RV000190,BK000190,PROP001,2025-07-25,5.0,Voluptate quisquam voluptates eum inventore itaque sed nostrum itaque cum repudiandae.
RV000191,BK000191,PROP001,2025-07-28,4.8,Doloremque corporis repudiandae sint magnam repellat laborum totam optio dolores ea provident nihil.
RV000192,BK000192,PROP001,2025-07-30,5.0,Repellat totam aspernatur sequi omnis placeat enim quo assumenda iusto consequatur provident officia tempora nisi.
RV000193,BK000193,PROP001,2025-08-04,5.0,Inventore totam voluptatem quisquam voluptatum aliquid quod ut eius ducimus aperiam culpa.
RV000194,BK000194,PROP001,2025-08-08,4.9,Ipsum quaerat consequuntur itaque ipsam eos iusto voluptatum ea.
RV000195,BK000195,PROP001,2025-08-13,4.8,Harum iure odio dolore recusandae necessitatibus iure tempore reprehenderit alias.
RV000196,BK000196,PROP001,2025-08-14,5.0,Id minus dolores minima laborum inventore qui suscipit culpa molestias optio voluptatibus eum numquam.
RV000197,BK000197,PROP001,2025-08-21,4.7,Iure iure et ipsam deleniti vero repellendus inventore reiciendis doloribus aut amet.
RV000198,BK000198,PROP001,2025-08-26,5.0,Ratione iure autem facere est nemo iusto dolorem laborum quam placeat vero magni beatae quae.
RV000199,BK000199,PROP001,2025-09-04,4.7,Possimus quisquam impedit maiores sint dolore sed facilis laudantium ipsa voluptatum.
RV000200,BK000200,PROP001,2025-09-11,4.3,Earum enim id debitis iure officia voluptatum repudiandae officia iusto dolorum quisquam.
RV000201,BK000201,PROP001,2025-09-13,4.9,Suscipit facere delectus velit autem recusandae odit corrupti dolorum beatae vitae doloribus facere placeat optio.
RV000202,BK000202,PROP001,2025-09-18,5.0,Velit enim rerum autem quas a accusamus repellat fugit ea vitae aperiam vitae deleniti.
RV000203,BK000203,PROP001,2025-09-20,4.7,Ab ducimus illo ducimus consectetur dolorem id tempore expedita temporibus blanditiis labore.
RV000204,BK000204,PROP001,2025-09-26,4.7,Mollitia dolores laborum praesentium repudiandae enim ducimus minima sed.
RV000205,BK000205,PROP001,2025-10-06,4.6,Fugit dolores minima velit quasi non debitis iure perferendis veniam.
RV000206,BK000206,PROP001,2025-10-07,4.7,Nulla aliquid fugit ducimus hic cumque ea consequuntur fugit placeat culpa.
RV000207,BK000207,PROP001,2025-10-15,4.7,Eum sapiente libero enim culpa placeat nisi libero quod reiciendis rem aut.
RV000208,BK000208,PROP001,2025-10-19,4.7,Deleniti aliquam necessitatibus totam ratione tempora eius natus.
RV000209,BK000209,PROP001,2025-10-24,4.7,Alias unde soluta maxime accusantium alias sit sint eaque itaque quidem.
RV000210,BK000210,PROP001,2025-10-26,5.0,Laboriosam esse deserunt adipisci porro ab vel.
RV000211,BK000211,PROP001,2025-11-01,5.0,Natus sunt atque labore maxime blanditiis nostrum quas ipsam.
RV000212,BK000212,PROP001,2025-11-05,4.8,Maiores provident nesciunt voluptatibus aut doloribus sit beatae nam cumque.
RV000213,BK000213,PROP001,2025-11-13,4.4,Ea totam officia numquam ullam labore quas officia dolore nesciunt illum.
RV000214,BK000214,PROP001,2025-11-16,5.0,Officia nam eaque perspiciatis voluptatibus consectetur aut blanditiis dolorum minima quas fuga odio.
RV000215,BK000215,PROP001,2025-11-19,4.5,Esse aspernatur amet repellat odit adipisci debitis ab dignissimos repellendus autem recusandae.
RV000216,BK000216,PROP001,2025-11-19,4.8,Deserunt ducimus nihil quasi delectus molestiae odio iste numquam.
